Symbol,Date,High,Low,Open,Close
LINK,2020-02-23,4.36,4.09,4.11,4.24
LINK,2020-02-24,4.27,3.82,4.24,3.91
LINK,2020-02-25,3.95,3.51,3.91,3.51
LINK,2020-02-26,3.83,3.34,3.51,3.60
LINK,2020-02-27,4.11,3.46,3.60,3.95
LINK,2020-02-28,4.20,3.79,3.95,4.16
LINK,2020-02-29,4.35,4.11,4.16,4.11
LINK,2020-03-01,4.20,3.79,4.11,3.88
LINK,2020-03-02,4.31,3.83,3.88,4.22
LINK,2020-03-03,4.66,4.15,4.21,4.58
LINK,2020-03-04,4.95,4.56,4.58,4.64
LINK,2020-03-05,4.89,4.64,4.64,4.72
LINK,2020-03-06,4.75,4.57,4.72,4.68
LINK,2020-03-07,4.68,4.34,4.68,4.34
LINK,2020-03-08,4.43,3.90,4.35,4.09
LINK,2020-03-09,4.34,3.68,4.08,4.06
LINK,2020-03-10,4.20,3.95,4.09,4.08
LINK,2020-03-11,4.11,3.60,4.09,3.82
LINK,2020-03-12,3.83,1.97,3.82,2.06
LINK,2020-03-13,2.71,1.51,2.06,2.42
LINK,2020-03-14,2.50,2.10,2.43,2.14
LINK,2020-03-15,2.36,2.05,2.14,2.11
LINK,2020-03-16,2.11,1.60,2.11,1.78
LINK,2020-03-17,2.05,1.76,1.78,1.84
LINK,2020-03-18,1.91,1.78,1.84,1.89
LINK,2020-03-19,2.34,1.88,1.89,2.25
LINK,2020-03-20,2.60,2.09,2.25,2.25
LINK,2020-03-21,2.33,2.13,2.25,2.27
LINK,2020-03-22,2.31,1.96,2.27,1.99
LINK,2020-03-23,2.24,1.95,1.99,2.24
LINK,2020-03-24,2.36,2.20,2.23,2.31
LINK,2020-03-25,2.33,2.22,2.31,2.26
LINK,2020-03-26,2.30,2.23,2.26,2.30
LINK,2020-03-27,2.34,2.17,2.30,2.17
LINK,2020-03-28,2.18,2.07,2.18,2.14
LINK,2020-03-29,2.15,2.02,2.14,2.03
LINK,2020-03-30,2.18,2.02,2.02,2.15
LINK,2020-03-31,2.28,2.12,2.15,2.27
LINK,2020-04-01,2.30,2.16,2.27,2.28
LINK,2020-04-02,2.39,2.27,2.27,2.30
LINK,2020-04-03,2.38,2.29,2.30,2.31
LINK,2020-04-04,2.33,2.27,2.31,2.33
LINK,2020-04-05,2.33,2.26,2.33,2.28
LINK,2020-04-06,2.52,2.28,2.28,2.51
LINK,2020-04-07,2.87,2.52,2.52,2.72
LINK,2020-04-08,3.24,2.71,2.72,3.14
LINK,2020-04-09,3.45,3.13,3.14,3.32
LINK,2020-04-10,3.33,2.97,3.32,3.22
LINK,2020-04-11,3.42,3.09,3.22,3.28
LINK,2020-04-12,3.59,3.19,3.29,3.46
LINK,2020-04-13,3.47,3.31,3.47,3.37
LINK,2020-04-14,3.44,3.23,3.37,3.24
LINK,2020-04-15,3.31,3.13,3.24,3.13
LINK,2020-04-16,3.52,3.02,3.13,3.47
LINK,2020-04-17,3.53,3.41,3.47,3.48
LINK,2020-04-18,3.80,3.48,3.48,3.78
LINK,2020-04-19,3.81,3.59,3.78,3.64
LINK,2020-04-20,3.78,3.43,3.64,3.46
LINK,2020-04-21,3.58,3.43,3.45,3.48
LINK,2020-04-22,3.70,3.46,3.47,3.68
LINK,2020-04-23,3.82,3.63,3.68,3.73
LINK,2020-04-24,3.89,3.73,3.74,3.80
LINK,2020-04-25,3.89,3.78,3.80,3.80
LINK,2020-04-26,3.83,3.70,3.80,3.72
LINK,2020-04-27,3.74,3.50,3.72,3.64
