Symbol,Date,High,Low,Open,Close
ADA,2017-10-02,0.03,0.02,0.02,0.03
ADA,2017-10-03,0.03,0.02,0.03,0.02
ADA,2017-10-04,0.02,0.02,0.02,0.02
ADA,2017-10-05,0.02,0.02,0.02,0.02
ADA,2017-10-06,0.02,0.02,0.02,0.02
ADA,2017-10-07,0.02,0.02,0.02,0.02
ADA,2017-10-08,0.02,0.02,0.02,0.02
ADA,2017-10-09,0.02,0.02,0.02,0.02
ADA,2017-10-10,0.02,0.02,0.02,0.02
ADA,2017-10-11,0.02,0.02,0.02,0.02
ADA,2017-10-12,0.03,0.02,0.02,0.03
ADA,2017-10-13,0.03,0.03,0.03,0.03
ADA,2017-10-14,0.04,0.03,0.03,0.03
ADA,2017-10-15,0.03,0.03,0.03,0.03
ADA,2017-10-16,0.03,0.03,0.03,0.03
ADA,2017-10-17,0.03,0.03,0.03,0.03
ADA,2017-10-18,0.03,0.02,0.03,0.03
ADA,2017-10-19,0.03,0.03,0.03,0.03
ADA,2017-10-20,0.03,0.03,0.03,0.03
ADA,2017-10-21,0.03,0.03,0.03,0.03
ADA,2017-10-22,0.03,0.03,0.03,0.03
ADA,2017-10-23,0.03,0.02,0.03,0.03
ADA,2017-10-24,0.03,0.02,0.03,0.03
ADA,2017-10-25,0.03,0.03,0.03,0.03
ADA,2017-10-26,0.03,0.03,0.03,0.03
ADA,2017-10-27,0.03,0.03,0.03,0.03
ADA,2017-10-28,0.03,0.03,0.03,0.03
ADA,2017-10-29,0.03,0.03,0.03,0.03
ADA,2017-10-30,0.03,0.03,0.03,0.03
ADA,2017-10-31,0.03,0.03,0.03,0.03
ADA,2017-11-01,0.03,0.02,0.03,0.02
ADA,2017-11-02,0.02,0.02,0.02,0.02
ADA,2017-11-03,0.02,0.02,0.02,0.02
ADA,2017-11-04,0.02,0.02,0.02,0.02
ADA,2017-11-05,0.02,0.02,0.02,0.02
ADA,2017-11-06,0.02,0.02,0.02,0.02
ADA,2017-11-07,0.02,0.02,0.02,0.02
ADA,2017-11-08,0.03,0.02,0.02,0.03
ADA,2017-11-09,0.04,0.03,0.03,0.03
ADA,2017-11-10,0.03,0.03,0.03,0.03
ADA,2017-11-11,0.03,0.03,0.03,0.03
ADA,2017-11-12,0.03,0.02,0.03,0.02
ADA,2017-11-13,0.03,0.02,0.02,0.03
ADA,2017-11-14,0.03,0.03,0.03,0.03
ADA,2017-11-15,0.03,0.03,0.03,0.03
ADA,2017-11-16,0.03,0.03,0.03,0.03
ADA,2017-11-17,0.03,0.03,0.03,0.03
ADA,2017-11-18,0.03,0.02,0.03,0.03
ADA,2017-11-19,0.03,0.03,0.03,0.03
ADA,2017-11-20,0.03,0.03,0.03,0.03
ADA,2017-11-21,0.03,0.03,0.03,0.03
ADA,2017-11-22,0.03,0.03,0.03,0.03
ADA,2017-11-23,0.03,0.03,0.03,0.03
ADA,2017-11-24,0.03,0.03,0.03,0.03
ADA,2017-11-25,0.03,0.03,0.03,0.03
ADA,2017-11-26,0.04,0.03,0.03,0.04
ADA,2017-11-27,0.06,0.04,0.04,0.05
ADA,2017-11-28,0.13,0.05,0.05,0.12
ADA,2017-11-29,0.15,0.08,0.12,0.09
ADA,2017-11-30,0.13,0.09,0.09,0.12
ADA,2017-12-01,0.13,0.11,0.12,0.13
ADA,2017-12-02,0.14,0.13,0.13,0.13
ADA,2017-12-03,0.14,0.12,0.13,0.13
ADA,2017-12-04,0.15,0.13,0.13,0.14
ADA,2017-12-05,0.14,0.13,0.14,0.13
ADA,2017-12-06,0.13,0.11,0.13,0.12
ADA,2017-12-07,0.12,0.11,0.12,0.11
ADA,2017-12-08,0.12,0.10,0.11,0.12
ADA,2017-12-09,0.14,0.11,0.11,0.12
ADA,2017-12-10,0.12,0.10,0.12,0.11
ADA,2017-12-11,0.12,0.11,0.11,0.12
ADA,2017-12-12,0.14,0.11,0.12,0.13
ADA,2017-12-13,0.14,0.12,0.13,0.13
ADA,2017-12-14,0.24,0.13,0.13,0.24
ADA,2017-12-15,0.23,0.19,0.23,0.21
ADA,2017-12-16,0.45,0.20,0.21,0.40
ADA,2017-12-17,0.59,0.38,0.39,0.51
ADA,2017-12-18,0.53,0.47,0.51,0.52
ADA,2017-12-19,0.59,0.50,0.52,0.53
ADA,2017-12-20,0.53,0.44,0.53,0.49
ADA,2017-12-21,0.52,0.46,0.49,0.48
ADA,2017-12-22,0.48,0.29,0.48,0.41
ADA,2017-12-23,0.45,0.39,0.41,0.41
ADA,2017-12-24,0.42,0.35,0.42,0.39
ADA,2017-12-25,0.44,0.36,0.39,0.42
ADA,2017-12-26,0.43,0.41,0.41,0.43
ADA,2017-12-27,0.43,0.40,0.43,0.41
ADA,2017-12-28,0.42,0.37,0.41,0.41
ADA,2017-12-29,0.56,0.40,0.41,0.53
ADA,2017-12-30,0.78,0.47,0.53,0.64
ADA,2017-12-31,0.75,0.64,0.64,0.72
ADA,2018-01-01,0.73,0.67,0.72,0.73
ADA,2018-01-02,0.79,0.70,0.72,0.78
ADA,2018-01-03,1.09,0.78,0.78,1.08
ADA,2018-01-04,1.33,1.04,1.09,1.11
ADA,2018-01-05,1.25,0.90,1.17,1.00
ADA,2018-01-06,1.05,0.93,1.00,1.03
ADA,2018-01-07,1.04,0.99,1.02,1.01
ADA,2018-01-08,1.00,0.76,1.00,0.90
ADA,2018-01-09,0.92,0.80,0.90,0.81
ADA,2018-01-10,0.82,0.68,0.82,0.79
ADA,2018-01-11,0.79,0.57,0.79,0.69
ADA,2018-01-12,0.93,0.66,0.70,0.90
ADA,2018-01-13,0.97,0.84,0.92,0.88
ADA,2018-01-14,0.88,0.75,0.88,0.80
ADA,2018-01-15,0.88,0.78,0.80,0.78
ADA,2018-01-16,0.78,0.48,0.78,0.63
ADA,2018-01-17,0.68,0.44,0.62,0.63
ADA,2018-01-18,0.71,0.59,0.63,0.66
ADA,2018-01-19,0.69,0.62,0.65,0.65
ADA,2018-01-20,0.73,0.65,0.66,0.71
ADA,2018-01-21,0.71,0.59,0.71,0.61
ADA,2018-01-22,0.63,0.52,0.61,0.57
ADA,2018-01-23,0.59,0.52,0.57,0.56
ADA,2018-01-24,0.64,0.54,0.56,0.62
ADA,2018-01-25,0.68,0.62,0.63,0.64
ADA,2018-01-26,0.65,0.57,0.63,0.62
ADA,2018-01-27,0.63,0.60,0.62,0.62
ADA,2018-01-28,0.68,0.62,0.62,0.67
ADA,2018-01-29,0.67,0.62,0.67,0.62
ADA,2018-01-30,0.62,0.52,0.62,0.53
ADA,2018-01-31,0.55,0.47,0.53,0.52
ADA,2018-02-01,0.54,0.41,0.52,0.42
ADA,2018-02-02,0.42,0.27,0.42,0.39
ADA,2018-02-03,0.50,0.33,0.40,0.44
ADA,2018-02-04,0.48,0.37,0.43,0.38
ADA,2018-02-05,0.40,0.32,0.39,0.33
ADA,2018-02-06,0.38,0.27,0.33,0.37
ADA,2018-02-07,0.38,0.33,0.37,0.34
ADA,2018-02-08,0.37,0.34,0.34,0.36
ADA,2018-02-09,0.39,0.34,0.35,0.39
ADA,2018-02-10,0.46,0.39,0.39,0.41
ADA,2018-02-11,0.41,0.36,0.41,0.37
ADA,2018-02-12,0.39,0.37,0.37,0.38
ADA,2018-02-13,0.39,0.36,0.38,0.37
ADA,2018-02-14,0.40,0.37,0.37,0.40
ADA,2018-02-15,0.42,0.39,0.39,0.41
ADA,2018-02-16,0.41,0.39,0.41,0.40
ADA,2018-02-17,0.43,0.40,0.40,0.42
ADA,2018-02-18,0.42,0.38,0.42,0.39
ADA,2018-02-19,0.40,0.39,0.39,0.39
ADA,2018-02-20,0.40,0.38,0.39,0.38
ADA,2018-02-21,0.38,0.36,0.38,0.36
ADA,2018-02-22,0.37,0.33,0.36,0.34
ADA,2018-02-23,0.35,0.32,0.33,0.35
ADA,2018-02-24,0.35,0.32,0.34,0.32
ADA,2018-02-25,0.35,0.31,0.32,0.34
ADA,2018-02-26,0.35,0.32,0.35,0.34
ADA,2018-02-27,0.34,0.33,0.34,0.34
ADA,2018-02-28,0.34,0.31,0.33,0.31
ADA,2018-03-01,0.31,0.29,0.31,0.30
ADA,2018-03-02,0.31,0.29,0.30,0.29
ADA,2018-03-03,0.31,0.29,0.29,0.30
ADA,2018-03-04,0.30,0.29,0.30,0.30
ADA,2018-03-05,0.32,0.29,0.30,0.30
ADA,2018-03-06,0.30,0.28,0.30,0.29
ADA,2018-03-07,0.29,0.24,0.28,0.25
ADA,2018-03-08,0.25,0.22,0.25,0.22
ADA,2018-03-09,0.23,0.19,0.22,0.22
ADA,2018-03-10,0.23,0.21,0.23,0.21
ADA,2018-03-11,0.23,0.20,0.21,0.22
ADA,2018-03-12,0.24,0.22,0.22,0.22
ADA,2018-03-13,0.23,0.22,0.22,0.22
ADA,2018-03-14,0.23,0.20,0.22,0.20
ADA,2018-03-15,0.20,0.17,0.20,0.19
ADA,2018-03-16,0.19,0.18,0.19,0.18
ADA,2018-03-17,0.18,0.15,0.18,0.15
ADA,2018-03-18,0.16,0.13,0.15,0.16
ADA,2018-03-19,0.20,0.16,0.16,0.20
ADA,2018-03-20,0.21,0.18,0.19,0.20
ADA,2018-03-21,0.23,0.20,0.21,0.21
ADA,2018-03-22,0.22,0.19,0.22,0.20
ADA,2018-03-23,0.20,0.18,0.20,0.19
ADA,2018-03-24,0.20,0.18,0.19,0.19
ADA,2018-03-25,0.19,0.18,0.19,0.18
ADA,2018-03-26,0.19,0.16,0.18,0.17
ADA,2018-03-27,0.17,0.15,0.17,0.15
ADA,2018-03-28,0.17,0.15,0.16,0.16
ADA,2018-03-29,0.16,0.15,0.16,0.15
ADA,2018-03-30,0.15,0.14,0.15,0.15
ADA,2018-03-31,0.16,0.14,0.15,0.16
ADA,2018-04-01,0.16,0.14,0.16,0.15
ADA,2018-04-02,0.16,0.15,0.15,0.16
ADA,2018-04-03,0.17,0.16,0.16,0.17
ADA,2018-04-04,0.18,0.15,0.17,0.16
ADA,2018-04-05,0.16,0.14,0.16,0.15
ADA,2018-04-06,0.15,0.14,0.15,0.14
ADA,2018-04-07,0.15,0.14,0.14,0.15
ADA,2018-04-08,0.16,0.15,0.15,0.16
ADA,2018-04-09,0.17,0.15,0.16,0.15
ADA,2018-04-10,0.16,0.15,0.15,0.16
ADA,2018-04-11,0.17,0.15,0.16,0.17
ADA,2018-04-12,0.21,0.16,0.17,0.21
ADA,2018-04-13,0.22,0.20,0.21,0.20
ADA,2018-04-14,0.21,0.19,0.20,0.20
ADA,2018-04-15,0.22,0.20,0.20,0.22
ADA,2018-04-16,0.26,0.21,0.22,0.26
ADA,2018-04-17,0.27,0.24,0.26,0.24
ADA,2018-04-18,0.26,0.24,0.24,0.26
ADA,2018-04-19,0.27,0.26,0.27,0.27
ADA,2018-04-20,0.30,0.27,0.27,0.30
ADA,2018-04-21,0.31,0.27,0.30,0.29
ADA,2018-04-22,0.30,0.28,0.29,0.29
ADA,2018-04-23,0.29,0.28,0.29,0.29
ADA,2018-04-24,0.32,0.29,0.29,0.31
ADA,2018-04-25,0.31,0.27,0.31,0.27
ADA,2018-04-26,0.29,0.26,0.27,0.29
ADA,2018-04-27,0.31,0.29,0.29,0.29
ADA,2018-04-28,0.36,0.29,0.29,0.36
ADA,2018-04-29,0.39,0.35,0.36,0.37
ADA,2018-04-30,0.36,0.34,0.36,0.34
ADA,2018-05-01,0.36,0.32,0.34,0.36
ADA,2018-05-02,0.38,0.35,0.36,0.37
ADA,2018-05-03,0.39,0.37,0.37,0.37
ADA,2018-05-04,0.37,0.35,0.37,0.36
ADA,2018-05-05,0.37,0.36,0.36,0.37
ADA,2018-05-06,0.37,0.34,0.37,0.35
ADA,2018-05-07,0.35,0.32,0.35,0.34
ADA,2018-05-08,0.35,0.32,0.34,0.33
ADA,2018-05-09,0.33,0.30,0.33,0.32
ADA,2018-05-10,0.33,0.30,0.32,0.30
ADA,2018-05-11,0.30,0.25,0.30,0.26
ADA,2018-05-12,0.28,0.24,0.26,0.27
ADA,2018-05-13,0.29,0.26,0.27,0.29
ADA,2018-05-14,0.29,0.26,0.29,0.27
ADA,2018-05-15,0.28,0.26,0.27,0.26
ADA,2018-05-16,0.26,0.24,0.26,0.26
ADA,2018-05-17,0.26,0.24,0.26,0.24
ADA,2018-05-18,0.25,0.23,0.24,0.25
ADA,2018-05-19,0.25,0.24,0.25,0.24
ADA,2018-05-20,0.26,0.24,0.24,0.26
ADA,2018-05-21,0.26,0.25,0.26,0.25
ADA,2018-05-22,0.25,0.22,0.25,0.22
ADA,2018-05-23,0.23,0.20,0.22,0.20
ADA,2018-05-24,0.21,0.19,0.20,0.21
ADA,2018-05-25,0.21,0.20,0.21,0.20
ADA,2018-05-26,0.21,0.20,0.20,0.20
ADA,2018-05-27,0.20,0.19,0.20,0.19
ADA,2018-05-28,0.19,0.17,0.19,0.17
ADA,2018-05-29,0.21,0.17,0.18,0.20
ADA,2018-05-30,0.22,0.20,0.20,0.21
ADA,2018-05-31,0.23,0.21,0.21,0.23
ADA,2018-06-01,0.23,0.22,0.22,0.22
ADA,2018-06-02,0.23,0.22,0.22,0.23
ADA,2018-06-03,0.24,0.23,0.23,0.23
ADA,2018-06-04,0.23,0.21,0.23,0.21
ADA,2018-06-05,0.22,0.20,0.21,0.22
ADA,2018-06-06,0.22,0.21,0.22,0.22
ADA,2018-06-07,0.22,0.21,0.22,0.21
ADA,2018-06-08,0.21,0.20,0.21,0.21
ADA,2018-06-09,0.21,0.20,0.21,0.20
ADA,2018-06-10,0.20,0.17,0.20,0.18
ADA,2018-06-11,0.18,0.17,0.18,0.18
ADA,2018-06-12,0.18,0.16,0.18,0.17
ADA,2018-06-13,0.17,0.15,0.17,0.16
ADA,2018-06-14,0.18,0.16,0.16,0.17
ADA,2018-06-15,0.17,0.16,0.17,0.16
ADA,2018-06-16,0.16,0.16,0.16,0.16
ADA,2018-06-17,0.16,0.16,0.16,0.16
ADA,2018-06-18,0.17,0.16,0.16,0.16
ADA,2018-06-19,0.17,0.16,0.16,0.17
ADA,2018-06-20,0.17,0.16,0.17,0.16
ADA,2018-06-21,0.16,0.16,0.16,0.16
